	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	USERID	TweetTime	TweetID	Tweet	(1) Very General	(2) General	(3) Specific	(4) Very specific	(5) Extremely Specific	NA	Majority	Score	Time	time_zone	weeks	hours	month	date
110	163	163	163	163	163	114970302	2013	391383885449555968	Is tonight dead or what ?  💀  someone bless me with a move  🙏 	0	1	3	0	2	0	3	3.5	Sat Oct 19 02:02:44 +0000 2013	Central Time (US & Canada)	Fri	21	Oct	18
111	164	164	164	164	164	1064542524	2013	357760419026317312	My best friend leaves for LA today . Holy shit . <USER>	0	0	3	2	2	0	3	3.8571428571428568	Thu Jul 18 07:15:05 +0000 2013	Eastern Time (US & Canada)	Thu	2	Jul	18
112	165	165	165	165	165	1064542524	2013	403363643468689408	This whole being nauseous every night really sucks .  😟 	0	3	1	0	3	0	2	3.4285714285714284	Thu Nov 21 03:26:01 +0000 2013	Eastern Time (US & Canada)	Wed	22	Nov	20
113	166	166	166	166	166	106513666	2015	562997910825336834	'Never be too busy driving to stop and get gas' -Sean Covey #TLIM #mo	0	2	2	1	2	0	2	3.4285714285714284	Wed Feb 04 15:35:36 +0000 2015	Central Time (US & Canada)	Wed	10	Feb	4
114	167	167	167	167	167	106513666	2015	594176844900896768	3rd grade exploring texture by adding layers of instruments to a song ! <URL>	0	2	1	0	4	0	5	3.8571428571428568	Fri May 01 16:29:33 +0000 2015	Central Time (US & Canada)	Fri	11	May	1
115	176	176	176	176	176	11198062	2014	501882980080840705	Maybe Hillary Clinton get offed in a lesbian bitch-slap . 	0	0	4	1	0	2	3	3.2	Wed Aug 20 00:06:41 +0000 2014	Central Time (US & Canada)	Tue	19	Aug	19
116	177	177	177	177	177	11198062	2014	495930771505704960	Those who tell the stories rule society - Plato	0	1	5	0	1	0	3	3.1428571428571432	Sun Aug 03 13:54:44 +0000 2014	Central Time (US & Canada)	Sun	9	Aug	3
117	178	178	178	178	178	112034770	2013	323278828673826817	The beach was fun but I need to find something else to do	1	5	0	1	0	0	2	2.142857142857143	Sun Apr 14 03:37:33 +0000 2013	Central Time (US & Canada)	Sat	23	Apr	13
118	179	179	179	179	179	112034770	2013	313887781120245761	I do n't say much do n't but I see everything	4	2	0	1	0	0	1	1.7142857142857142	Tue Mar 19 05:40:53 +0000 2013	Central Time (US & Canada)	Tue	1	Mar	19
119	184	184	184	184	184	1058777846	2014	504678082167713792	<USER> same here alex . Same here	2	3	2	0	0	0	2	2.0	Wed Aug 27 17:13:25 +0000 2014	Atlantic Time (Canada)	Wed	13	Aug	27
120	185	185	185	185	185	1058777846	2017	838608999612313601	really not ready for outdoor track	2	3	2	0	0	0	2	2.0	Mon Mar 06 04:35:40 +0000 2017	Atlantic Time (Canada)	Mon	1	Mar	6
121	188	188	188	188	188	105934455	2017	914517304192458752	<USER> <USER> <USER> <USER> <USER> <USER> A 'good' and 'reputable' tatt… <URL>	2	1	0	2	0	2	1	2.4	Sun Oct 01 15:48:10 +0000 2017	America/Chicago	Sun	11	Oct	1
122	189	189	189	189	189	105934455	2017	824030628194766852	<USER> Thanks guys , appreciate it	6	0	0	1	0	0	1	1.4285714285714286	Tue Jan 24 23:06:26 +0000 2017	America/Chicago	Tue	17	Jan	24
123	190	190	190	190	190	1059394304	2014	452873623410581504	She 's saying 'Opa . ' While we did Batman eyes ! ! ! #epic #betterthanyourbaby #babybatgirl <URL>	1	3	2	1	0	0	2	2.4285714285714284	Sun Apr 06 18:21:00 +0000 2014	Central Time (US & Canada)	Sun	13	Apr	6
124	191	191	191	191	191	1059394304	2014	420945448178696192	<USER> Just got to watch latest episode . . . Amazing performance ! ! ! Coulson rocks ! Glad some questions were answered ! #AgentsofSHIELD	0	2	1	1	3	0	5	3.7142857142857135	Wed Jan 08 15:49:50 +0000 2014	Central Time (US & Canada)	Wed	10	Jan	8
125	192	192	192	192	192	105943504	2017	872552294226710528	Happy Birthday Prince ! #Repost <USER> ( get_repost ) ・・・ Legendary performer #Prince would have… <URL>	0	0	2	2	3	0	5	4.142857142857143	Wed Jun 07 20:34:12 +0000 2017	Central Time (US & Canada)	Wed	16	Jun	7
126	193	193	193	193	193	105943504	2017	915763732684435456	<USER> OK So the unsub is crazy . #CriminalMinds	0	3	3	1	0	0	2	2.7142857142857144	Thu Oct 05 02:21:02 +0000 2017	Central Time (US & Canada)	Wed	21	Oct	4
127	196	196	196	196	196	105364649	2016	780249752076115968	<USER> Please keep us updated on further developments ! 	3	1	1	0	0	0	1	1.6	Mon Sep 26 03:36:51 +0000 2016	Pacific Time (US & Canada)	Sun	21	Sep	25
128	197	197	197	197	197	105364649	2014	535869802250641408	<USER> Looking great ladies ! : ) 	3	2	0	0	0	0	1	1.4	Fri Nov 21 18:58:11 +0000 2014	Pacific Time (US & Canada)	Fri	11	Nov	21
129	198	198	198	198	198	105625400	2015	623664036962414593	<USER> <USER> Just caught myself saying 'Hey-O ! ' Loyal follower of your show right here ! #keepupthegreatwork	0	1	3	1	0	0	3	3.0	Wed Jul 22 01:21:08 +0000 2015	Mountain Time (US & Canada)	Tue	20	Jul	21
130	199	199	199	199	199	105625400	2014	519409711796346880	<USER> He was also on the later season of Dawson 's Creek . Crazy ! 	0	1	3	1	0	0	3	3.0	Tue Oct 07 08:51:40 +0000 2014	Mountain Time (US & Canada)	Tue	4	Oct	7
131	200	200	200	200	200	105646121	2011	150361390723502080	Merry Christmas to all the real bubba army <USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER>	1	2	2	0	0	0	2	2.2	Fri Dec 23 23:45:23 +0000 2011	Eastern Time (US & Canada)	Fri	19	Dec	23
132	201	201	201	201	201	105646121	2011	47702909911183361	<USER> WVU playing down there you or <USER> going to game Marshall did not make NCAA but made another one	0	1	3	1	0	0	3	3.0	Tue Mar 15 16:57:14 +0000 2011	Eastern Time (US & Canada)	Tue	12	Mar	15
133	202	202	202	202	202	105867449	2013	317321772582182912	<USER> Jean Casarez is on the stand ! 	0	1	1	1	2	0	5	3.8	Thu Mar 28 17:06:20 +0000 2013	Eastern Time (US & Canada)	Thu	12	Mar	28
134	203	203	203	203	203	105867449	2011	73513289405046788	<USER> So do I , Andy ! 100%	3	1	1	0	0	0	1	1.6	Wed May 25 22:18:28 +0000 2011	Eastern Time (US & Canada)	Wed	17	May	25
135	206	206	206	206	206	11623142	2016	692138338321567744	I loved the way the colors in this eyeshadow duo looked . There was some ingredient that made my eyes feel a bit sens <URL>	0	1	2	2	1	0	3	3.5	Wed Jan 27 00:13:33 +0000 2016	Pacific Time (US & Canada)	Tue	16	Jan	26
136	207	207	207	207	207	11623142	2009	1466923444	<USER> I would say food ! 	5	1	0	0	0	0	1	1.1666666666666667	Tue Apr 07 02:24:06 +0000 2009	Pacific Time (US & Canada)	Mon	19	Apr	6
137	216	216	216	216	216	1137983581	2017	884487790422933504	This never happens to me . <URL>	5	1	0	0	0	0	1	1.1666666666666667	Mon Jul 10 19:01:36 +0000 2017	Pacific Time (US & Canada)	Mon	12	Jul	10
138	217	217	217	217	217	1137983581	2017	871068442496966656	Muhammad had a fat daughter named Ima ? Who knew ? <URL>	0	0	2	3	1	0	4	3.8333333333333335	Sat Jun 03 18:17:55 +0000 2017	Pacific Time (US & Canada)	Sat	11	Jun	3
139	218	218	218	218	218	1138339776	2013	381829630355062784	I 've collected 5 , 482 gold coins ! <URL> #android , #androidgames , #gameinsight	0	2	3	0	1	0	3	3.0	Sun Sep 22 17:17:32 +0000 2013	Eastern Time (US & Canada)	Sun	12	Sep	22
140	219	219	219	219	219	1138339776	2013	417417638953107456	I have Snow Fortress on my island ! Now my island is even more awesome ! <URL> #android , #androidgames , #gameinsight	0	1	3	2	0	0	3	3.1666666666666665	Sun Dec 29 22:11:35 +0000 2013	Eastern Time (US & Canada)	Sun	17	Dec	29
141	220	220	220	220	220	1138363777	2016	756982013861646336	You honestly have to go to places on foot in Las Vegas	0	2	3	0	1	0	3	3.0	Sat Jul 23 22:39:10 +0000 2016	Pacific Time (US & Canada)	Sat	16	Jul	23
142	221	221	221	221	221	1138363777	2016	776631113414389760	Im a really bad texter	2	2	0	0	2	0	1	2.6666666666666665	Fri Sep 16 03:57:41 +0000 2016	Pacific Time (US & Canada)	Thu	21	Sep	15
143	222	222	222	222	222	1138390375	2014	446100674754150400	Stupid west coast time difference	2	2	1	0	1	0	1	2.333333333333333	Wed Mar 19 01:47:43 +0000 2014	Eastern Time (US & Canada)	Tue	21	Mar	18
144	223	223	223	223	223	1138390375	2014	472015176301293568	I feel like processing is a big game of snake	3	1	0	1	1	0	1	2.333333333333333	Thu May 29 14:02:42 +0000 2014	Eastern Time (US & Canada)	Thu	9	May	29
145	224	224	224	224	224	1130439524	2017	879805032270626816	I just checked in <USER> with #mPLUSPlaces Download today ! <URL>	0	0	5	1	1	0	3	3.4285714285714284	Tue Jun 27 20:54:00 +0000 2017	Atlantic Time (Canada)	Tue	17	Jun	27
146	225	225	225	225	225	1130439524	2017	879805032270626816	I just checked in <USER> with #mPLUSPlaces Download today ! <URL>	0	0	5	1	1	0	3	3.4285714285714284	Tue Jun 27 20:54:00 +0000 2017	Atlantic Time (Canada)	Tue	17	Jun	27
147	226	226	226	226	226	113082181	2011	53976572230762496	Why does everything happen at the end of the day on Friday ? ? ? ? I NEED A DRINK ! ! 	2	5	0	0	0	0	2	1.7142857142857142	Sat Apr 02 00:26:32 +0000 2011	Pacific Time (US & Canada)	Fri	17	Apr	1
148	227	227	227	227	227	113082181	2010	15761169759	I wonder if more people would care about gov't if politicians stopped slamming each other and spent more time on real issues . . . 	1	5	0	0	1	0	2	2.2857142857142856	Wed Jun 09 05:32:09 +0000 2010	Pacific Time (US & Canada)	Tue	23	Jun	8
149	230	230	230	230	230	1135271220	2014	475342543644024833	Everyone in my family is dieting and losing weight and I'm getting fat . #summer2014	0	4	2	0	1	0	2	2.7142857142857144	Sat Jun 07 18:24:28 +0000 2014	Atlantic Time (Canada)	Sat	14	Jun	7
150	231	231	231	231	231	1135271220	2015	609478566158446592	One parent told me this camp was gonna decide if their kid kept playing . . Like she hated it . And she told me that . 	2	3	2	0	0	0	2	2.0	Fri Jun 12 21:53:08 +0000 2015	Atlantic Time (Canada)	Fri	18	Jun	12
151	232	232	232	232	232	113559791	2013	374699870629941248	I'm your lover , not your enemy .  💕 	3	3	1	0	0	0	1	1.7142857142857142	Tue Sep 03 01:06:25 +0000 2013	Central Time (US & Canada)	Mon	20	Sep	2
152	233	233	233	233	233	113559791	2012	275679867150954496	Bum ass niggas yo  😒 	6	1	0	0	0	0	1	1.1428571428571428	Mon Dec 03 19:16:16 +0000 2012	Central Time (US & Canada)	Mon	13	Dec	3
153	234	234	234	234	234	126105914	2010	25534194893	INGRAM is a BEAST	0	0	5	1	0	0	3	3.1666666666666665	Sat Sep 25 21:59:33 +0000 2010	Central Time (US & Canada)	Sat	17	Sep	25
154	235	235	235	235	235	126105914	2010	6104354465517568	<USER> ha yea I do	3	3	0	0	0	0	1	1.5	Sat Nov 20 21:59:26 +0000 2010	Central Time (US & Canada)	Sat	16	Nov	20
155	236	236	236	236	236	126187405	2015	558379331911966720	<USER> checkout my <URL> and hit me up ! 	1	2	3	0	0	0	3	2.333333333333333	Thu Jan 22 21:43:01 +0000 2015	Pacific Time (US & Canada)	Thu	14	Jan	22
156	237	237	237	237	237	126187405	2015	572545648479879170	<USER> annnnnnd i know the Gwar guys . . . 	2	1	3	0	0	0	3	2.1666666666666665	Mon Mar 02 23:54:54 +0000 2015	Pacific Time (US & Canada)	Mon	16	Mar	2
157	248	248	248	248	248	12488	2015	656133211345592320	<USER> fan name : DJSNIPA1	2	2	0	2	0	0	1	2.333333333333333	Mon Oct 19 15:42:02 +0000 2015	Eastern Time (US & Canada)	Mon	11	Oct	19
158	249	249	249	249	249	12488	2010	17033789815	 ( This is to win a Kinect and 360 ) Very excited for the #ProjectNatal release this holiday season ! Official Rules : <URL>	0	1	2	2	1	0	3	3.5	Fri Jun 25 18:14:51 +0000 2010	Eastern Time (US & Canada)	Fri	13	Jun	25
159	250	250	250	250	250	125120336	2014	421473638928633856	<USER> Farrah really needs to let herself grow and not in the crazy world she 's chosen . 	0	1	4	0	1	0	3	3.1666666666666665	Fri Jan 10 02:48:40 +0000 2014	Eastern Time (US & Canada)	Thu	22	Jan	9
160	251	251	251	251	251	125120336	2014	431303098666328065	<USER> Please #RenewUI tomorrow ! Do the right thing . 	1	4	0	1	0	0	2	2.1666666666666665	Thu Feb 06 05:47:26 +0000 2014	Eastern Time (US & Canada)	Thu	1	Feb	6
161	252	252	252	252	252	1252098264	2014	538324822070030339	I'm Kore4 Baby ! <URL> #kore4	2	1	2	0	1	0	1	2.5	Fri Nov 28 13:33:33 +0000 2014	Eastern Time (US & Canada)	Fri	9	Nov	28
162	253	253	253	253	253	1252098264	2013	353315634030968833	I just claimed the 33 at 1 Modern Solution sticker at Ad One TEN and 0 . 50 Token ! <URL> via <USER>	0	0	3	1	1	1	3	3.6	Sat Jul 06 00:53:06 +0000 2013	Eastern Time (US & Canada)	Fri	20	Jul	5
163	254	254	254	254	254	111515709	2012	258727698317340673	Got my <USER> #Aura paint ! I ca n't wait to see the impact it has on my home ! #GotItFree	0	1	3	1	1	0	3	3.333333333333333	Thu Oct 18 00:34:24 +0000 2012	Pacific Time (US & Canada)	Wed	18	Oct	17
164	255	255	255	255	255	111515709	2012	229638719798394880	<USER> what the hell is a shock and horror onion ? 	1	2	3	0	0	0	3	2.333333333333333	Sun Jul 29 18:05:11 +0000 2012	Pacific Time (US & Canada)	Sun	11	Jul	29
165	256	256	256	256	256	1115466752	2015	610241949677789184	<USER> Waiting to check seeing you off my bucket list . 	1	4	1	0	0	0	2	2.0	Mon Jun 15 00:26:33 +0000 2015	Pacific Time (US & Canada)	Sun	17	Jun	14
166	257	257	257	257	257	1115466752	2015	611268804241420289	<USER> <USER> <USER> When was this ? 	4	2	0	0	0	0	1	1.3333333333333333	Wed Jun 17 20:26:54 +0000 2015	Pacific Time (US & Canada)	Wed	13	Jun	17
167	262	262	262	262	262	111626535	2015	632521332635357184	Getting real creative with those horse names . . . <URL>	4	1	1	0	0	0	1	1.5	Sat Aug 15 11:56:52 +0000 2015	Eastern Time (US & Canada)	Sat	7	Aug	15
168	263	263	263	263	263	111626535	2016	786033603809542145	<USER> did you know about this ? ? I surely did n't . <URL>	5	1	0	0	0	0	1	1.1666666666666667	Wed Oct 12 02:39:49 +0000 2016	Eastern Time (US & Canada)	Tue	22	Oct	11
169	264	264	264	264	264	100714925	2016	762842191387426817	Everybody is blaming Gio for ruining a truth booth . . But y'all but him in there though 🤔 #AYTO	1	1	3	1	0	0	3	2.6666666666666665	Tue Aug 09 02:45:26 +0000 2016	Central Time (US & Canada)	Mon	22	Aug	8
170	265	265	265	265	265	100714925	2017	894749108878966785	A1 produced Tone it Down , Party , Distance , etc . . my mans is actually in the studio #LHHH <URL>	1	1	2	2	0	0	3	2.833333333333333	Tue Aug 08 02:36:25 +0000 2017	Central Time (US & Canada)	Mon	22	Aug	7
171	270	270	270	270	270	1011921206	2016	777228470464221184	<USER> this photo from Syria  ✌ ️ 🙄 	1	2	3	0	0	0	3	2.333333333333333	Sat Sep 17 19:31:22 +0000 2016	Cairo	Sat	22	Sep	17
172	271	271	271	271	271	1011921206	2016	751027213177323520	<USER> here i am , this is me . . . Brayn Adams song  😬 	0	2	2	1	1	0	2	3.1666666666666665	Thu Jul 07 12:16:55 +0000 2016	Cairo	Thu	14	Jul	7
173	274	274	274	274	274	107291949	2012	196006699465846785	Man looks on the outward appearance . God looks on the heart . #churchclothes	0	3	1	0	2	0	2	3.1666666666666665	Fri Apr 27 22:43:33 +0000 2012	Central Time (US & Canada)	Fri	18	Apr	27
174	275	275	275	275	275	107291949	2017	925796886367428608	Love Your Neighbor t-shirt <URL>	1	2	2	0	1	0	2	2.6666666666666665	Wed Nov 01 18:49:12 +0000 2017	Central Time (US & Canada)	Wed	14	Nov	1
175	280	280	280	280	280	10773912	2011	121277879932829696	<USER> jackson was a hipster before it was cool to make fun of hipsters or before hipsters even existed tbh #sadfacts	0	2	1	0	3	0	5	3.6666666666666665	Tue Oct 04 17:37:54 +0000 2011	Central Time (US & Canada)	Tue	13	Oct	4
176	281	281	281	281	281	10773912	2011	108919558345199617	i 've gotten into the habit of saying whaaaaaa ! and weeeeee ! just like <USER> and #iaintevenmad	2	2	1	0	1	0	1	2.333333333333333	Wed Aug 31 15:10:20 +0000 2011	Central Time (US & Canada)	Wed	10	Aug	31
177	282	282	282	282	282	107836666	2011	85632222262079489	Do I find dentist drills scary ? Nah . . . I find them boring . #joke	1	1	0	1	3	0	5	3.6666666666666665	Tue Jun 28 08:54:47 +0000 2011	Mountain Time (US & Canada)	Tue	4	Jun	28
178	283	283	283	283	283	107836666	2012	207724412580007937	There was a florist who delivered flowers to different prom locations . What disorder did she have ? Multiple school roses ! 	1	1	1	1	2	0	5	3.333333333333333	Wed May 30 06:45:33 +0000 2012	Mountain Time (US & Canada)	Wed	2	May	30
179	284	284	284	284	284	1107356203	2015	665210405409673217	'You 're not in school today again wow your concussion must be really bad' yeah haha that 's why I'm home #MadeInTheAM	1	1	4	0	1	0	3	2.8571428571428568	Fri Nov 13 16:51:34 +0000 2015	America/New_York	Fri	12	Nov	13
180	285	285	285	285	285	1107356203	2015	680824622586134531	Why do only creepy 30 year olds hit on me like no thanks	1	4	1	0	1	0	2	2.4285714285714284	Sat Dec 26 18:56:53 +0000 2015	America/New_York	Sat	14	Dec	26
181	286	286	286	286	286	1107594948	2016	687316304613761024	'Forbes' always gets me hyped	1	2	3	0	1	0	3	2.7142857142857144	Wed Jan 13 16:52:31 +0000 2016	Central Time (US & Canada)	Wed	11	Jan	13
182	287	287	287	287	287	1107594948	2016	714867464593653760	Seeing <USER> tonight again for the third time in the last year : Lolla , Chicago , and now Bloomington  👏🏽👏🏽👏🏽 	0	2	3	2	0	0	3	3.0	Tue Mar 29 17:30:59 +0000 2016	Central Time (US & Canada)	Tue	13	Mar	29
183	288	288	288	288	288	110869572	2011	109102009784877056	<USER> <USER> With all the dimwits she 's surrounded by , myself included , of course . : P	0	3	3	0	1	0	2	2.8571428571428568	Thu Sep 01 03:15:20 +0000 2011	Central Time (US & Canada)	Wed	22	Aug	31
184	289	289	289	289	289	110869572	2010	14441308634	<USER> Oh god , yes . Alpha female and pseudo-Alpha female vying over the oblivious Alpha/Beta Male . 	0	4	2	0	1	0	2	2.7142857142857144	Fri May 21 17:13:23 +0000 2010	Central Time (US & Canada)	Fri	12	May	21
185	290	290	290	290	290	11098712	2012	285882393691303936	A todo Puting <USER> <USER> <USER> <USER> <USER> <USER> y los q no me sé su twitter Grandes ! Lo mejor	0	1	2	1	1	2	3	3.4	Mon Dec 31 22:57:28 +0000 2012	Central Time (US & Canada)	Mon	17	Dec	31
186	291	291	291	291	291	11098712	2011	24683933744504832	It 's just cruel to air a Chik-Fil-A spot for areas with no stores like Chicago . 	0	1	6	0	0	0	3	2.8571428571428568	Tue Jan 11 04:28:03 +0000 2011	Central Time (US & Canada)	Mon	22	Jan	10
187	292	292	292	292	292	1110247477	2014	491816138448187393	<USER> You can sing ca n't youu ? ? 	0	4	3	0	0	0	2	2.4285714285714284	Wed Jul 23 05:24:39 +0000 2014	Central Time (US & Canada)	Wed	0	Jul	23
188	293	293	293	293	293	1110247477	2013	358440560375246852	'<USER> : Meohy Noy me . . meohy noehy noehy mohy nay me	2	2	0	0	0	3	6	1.5	Sat Jul 20 04:17:43 +0000 2013	Central Time (US & Canada)	Fri	23	Jul	19
189	294	294	294	294	294	116493225	2017	937882110383271937	I need a guy friend like <USER> in my life . #FriendshipGoals  🙌🏼 	0	3	3	0	1	0	2	2.8571428571428568	Tue Dec 05 03:11:34 +0000 2017	Eastern Time (US & Canada)	Mon	22	Dec	4
190	295	295	295	295	295	116493225	2017	938562209046761476	<USER> My cat does if you blow on her paws , lmao . 	1	4	2	0	0	0	2	2.142857142857143	Thu Dec 07 00:14:02 +0000 2017	Eastern Time (US & Canada)	Wed	19	Dec	6
191	300	300	300	300	300	1171481240	2017	936740983211024385	I liked a <USER> video <URL> Got a Puppy	5	1	1	0	0	0	1	1.4285714285714286	Fri Dec 01 23:37:08 +0000 2017	Pacific Time (US & Canada)	Fri	16	Dec	1
192	301	301	301	301	301	1171481240	2017	899348465104408577	I liked a <USER> video <URL> The Dark Side of ASMR 3	5	0	2	0	0	0	1	1.5714285714285714	Sun Aug 20 19:12:37 +0000 2017	Pacific Time (US & Canada)	Sun	12	Aug	20
193	302	302	302	302	302	117332477	2017	884885957165686784	Help support #SaveNetNeutrality , add a #Twibbon now ! <URL>	0	3	2	1	1	0	2	3.0	Tue Jul 11 21:23:47 +0000 2017	Eastern Time (US & Canada)	Tue	16	Jul	11
194	303	303	303	303	303	117332477	2017	941506186683338752	 . <USER> has no problem spinning the truth for his own political game . #CheckedOutTreasurer <URL>	1	2	3	0	1	0	3	2.7142857142857144	Fri Dec 15 03:12:21 +0000 2017	Eastern Time (US & Canada)	Thu	22	Dec	14
195	304	304	304	304	304	102448444	2012	259836515616690176	Love that my 1st grader is accessing handwriting recognition through his new Teach Me iPad app #relevantlearning #engagedstudent	0	0	1	1	4	0	5	4.5	Sun Oct 21 02:00:27 +0000 2012	Central Time (US & Canada)	Sat	21	Oct	20
196	305	305	305	305	305	102448444	2016	762347193323753472	'We can acknowledge that all students face challenges & struggles w/o ignoring larger struggles for social justice . ' <URL>	1	0	1	3	1	0	4	3.5	Sun Aug 07 17:58:29 +0000 2016	Central Time (US & Canada)	Sun	13	Aug	7
197	308	308	308	308	308	1025311	2013	298546867564863488	CU regent Joe Neguse just testified in support of Prereg- HB 1135 . He wants students to be prepared to take part in democracy #coleg	0	0	0	3	3	0	4	4.5	Mon Feb 04 21:41:34 +0000 2013	Mountain Time (US & Canada)	Mon	16	Feb	4
